Date,Portfolio_Start,Portfolio_End,Dollar_Change,Percentage_Change,total_portfolio_value_dollar,total_portfolio_perc,gain_loss,Number_Stocks_Trained,Average_Closed_Trades - BT,Predictive_Model_Average,Storage_Average
Initial,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
